X,Y,cat,
644542.910843282,2694325.57991314,0
645340.910843282,2693812.57991314,0
652465.910843282,2694297.07991314,0
653235.410843282,2695095.07991314,0
668169.410843282,2692558.57991314,0
666972.410843282,2693271.07991314,0
668596.910843282,2692701.07991314,0
668967.410843282,2693185.57991314,0
671161.910843282,2691931.57991314,0
671275.910843282,2690877.07991314,0
671332.910843282,2690563.57991314,0
671617.910843282,2689338.07991314,0
676776.410843282,2683723.57991314,0
676377.410843282,2679619.57991314,0
676804.910843282,2667792.07991314,0
676804.910843282,2669302.57991314,0
688033.910843282,2665683.07991314,0
690513.410843282,2665939.57991314,0
697296.410843282,2674404.07991314,0
699918.410843282,2674546.57991314,0
697638.410843282,2674717.57991314,0
698208.410843282,2674974.07991314,0
716220.410843282,2646645.07991314,0
743893.910843282,2619969.07991314,2
734745.410843282,2645362.57991314,0
734802.410843282,2646559.57991314,0
735514.910843282,2645362.57991314,0
745318.910843282,2642056.57991314,0
745062.410843282,2643481.57991314,0
745318.910843282,2643453.07991314,0
749023.910843282,2642199.07991314,0
751246.910843282,2639833.57991314,0
762162.410843282,2634903.07991314,0
765154.910843282,2635017.07991314,0
768859.910843282,2635900.57991314,0
770142.410843282,2635102.57991314,0
772222.910843282,2636100.07991314,0
772393.910843282,2637154.57991314,0
785959.910843282,2631312.07991314,0
789379.910843282,2627179.57991314,0
799725.410843282,2623531.57991314,0
801150.410843282,2625184.57991314,0
803002.910843282,2620197.07991314,0
811353.410843282,2609851.57991314,0
821470.910843282,2600874.07991314,0
831702.410843282,2597340.07991314,2
640780.910843282,2696520.07991314,1
643402.910843282,2694724.57991314,0
642519.410843282,2697061.57991314,1
646281.410843282,2693841.07991314,0
650128.910843282,2694667.57991314,0
651696.410843282,2694012.07991314,0
650185.910843282,2694724.57991314,0
669679.910843282,2690848.57991314,0
669052.910843282,2692416.07991314,0
669850.910843282,2691219.07991314,0
671019.410843282,2690848.57991314,0
674952.410843282,2687314.57991314,0
675208.910843282,2673093.07991314,0
677631.410843282,2667421.57991314,0
671418.410843282,2687229.07991314,1
676092.410843282,2685832.57991314,0
678372.410843282,2668276.57991314,0
680908.910843282,2669074.57991314,1
685668.410843282,2666310.07991314,0
685525.910843282,2665312.57991314,0
686437.910843282,2666566.57991314,0
688261.910843282,2665996.57991314,0
687549.410843282,2667165.07991314,0
689230.910843282,2666595.07991314,0
691282.910843282,2669103.07991314,0
691539.410843282,2669958.07991314,0
692736.410843282,2671326.07991314,0
692707.910843282,2667535.57991314,0
694218.410843282,2672608.57991314,0
694731.410843282,2672523.07991314,0
698778.410843282,2671582.57991314,0
696042.410843282,2673976.57991314,0
702084.410843282,2673178.57991314,0
714909.410843282,2647728.07991314,0
715194.410843282,2648098.57991314,0
715251.410843282,2650464.07991314,0
715023.410843282,2650008.07991314,0
715080.410843282,2650920.07991314,0
714567.410843282,2651148.07991314,0
731980.910843282,2646958.57991314,0
721435.910843282,2649637.57991314,0
746202.410843282,2641429.57991314,0
745575.410843282,2643453.07991314,0
747484.910843282,2643082.57991314,0
758314.910843282,2635900.57991314,0
761392.910843282,2635929.07991314,0
766693.910843282,2634561.07991314,0
783223.910843282,2634874.57991314,0
767605.910843282,2635017.07991314,0
781285.910843282,2627122.57991314,1
788695.910843282,2626267.57991314,0
801235.910843282,2622477.07991314,0
803914.910843282,2622847.57991314,0
792856.910843282,2621337.07991314,0
795678.410843282,2620054.57991314,0
794965.910843282,2622933.07991314,0
801948.410843282,2620653.07991314,0
789921.410843282,2626723.57991314,0
804798.410843282,2621166.07991314,0
817110.410843282,2603268.07991314,0
669622.910843282,2692957.57991314,0
714367.910843282,2649894.07991314,0
679569.410843282,2666196.07991314,0
791232.410843282,2624842.57991314,0
